title,year,pass,budget,totalGross,domGross,intGross,totalROI,domROI,intROI
The Big Wedding,2013,1,32500000,35770721,21819348,13951373,1.1006375692307693,0.6713645538461539,0.4292730153846154
The Book Thief,2013,1,19000000,62045525,21345525,407e5,3.265553947368421,1.1234486842105262,2.142105263157895
The Call,2013,1,13000000,58938768,51872378,7066390,4.5337513846153845,3.9901829230769232,0.5435684615384615
The Conjuring,2013,1,20000000,318000141,137400141,1806e5,15.90000705,6.87000705,9.03
The Counselor,2013,1,25000000,70373715,16973715,534e5,2.8149486,0.6789486,2.136
The Croods,2013,0,135000000,573068425,187168425,3859e5,4.244951296296296,1.3864327777777778,2.8585185185185185
The Family,2013,0,30000000,51078541,36918811,14159730,1.7026180333333334,1.2306270333333333,0.471991
The Fifth Estate,2013,0,26000000,6154172,3254172,29e5,0.23669892307692308,0.12516046153846153,0.11153846153846154
The Frozen Ground,2013,0,19200000,NA,NA,NA,NA,NA,NA
The Great Gatsby,2013,0,190000000,351040419,144840419,2062e5,1.8475811526315788,0.7623179947368421,1.085263157894737
The Hangover part 3,2013,0,103000000,362000072,112200072,2498e5,3.514563805825243,1.0893210873786408,2.425242718446602
The Heat,2013,1,43000000,230781587,159581587,712e5,5.36701365116279,3.711199697674419,1.655813953488372
The Hobbit: The Desolation of Smaug,2013,0,250000000,937397516,257397516,68e7,3.749590064,1.029590064,2.72
The Host,2013,0,50000000,58188384,26623701,31564683,1.16376768,0.53247402,0.63129366
The Hunger Games: Catching Fire,2013,1,130000000,857088260,424088260,433e6,6.592986615384615,3.2622173846153846,3.330769230769231
The Incredible Burt Wonderstone,2013,0,32000000,24255957,22537881,1718076,0.75799865625,0.70430878125,0.053689875
The Internship,2013,0,58000000,93672764,44672764,49e6,1.6150476551724138,0.7702200689655172,0.8448275862068966
The Last Exorcism Part II,2013,1,4000000,18541236,15179303,3361933,4.635309,3.79482575,0.84048325
The Lone Ranger,2013,0,275000000,259989910,89289910,1707e5,0.9454178545454546,0.32469058181818183,0.6207272727272727
The Mortal Instruments: City of Bones,2013,1,60000000,75965567,31165421,44800146,1.2660927833333333,0.5194236833333333,0.7466691
The Purge,2013,0,3000000,91100541,64473115,26627426,30.366847,21.491038333333332,8.875808666666666
The Smurfs 2,2013,1,110000000,348545841,71017784,277528057,3.1685985545454547,0.6456162181818181,2.5229823363636363
The To Do List,2013,1,1500000,3491669,3491669,0,2.3277793333333334,2.3277793333333334,0
The Way Way Back,2013,1,5000000,26161443,21502690,4658753,5.2322886,4.300538,0.9317506
The Wolf of Wall Street,2013,0,100000000,365702857,115702857,25e7,3.65702857,1.15702857,2.5
The Wolverine,2013,1,115000000,416456852,132556852,2839e5,3.6213639304347827,1.1526682782608695,2.468695652173913
The World&#39;s End,2013,0,20000000,46578821,26004851,20573970,2.32894105,1.30024255,1.0286985
This Is the End,2013,0,32000000,126294264,101470202,24824062,3.94669575,3.1709438125,0.7757519375
Thor: The Dark World,2013,0,170000000,631674790,204674790,427e6,3.7157340588235295,1.2039693529411766,2.511764705882353
Trance,2013,0,16000000,22594052,2322593,20271459,1.41212825,0.1451620625,1.2669661875
Turbo,2013,0,135000000,283828130,83028130,2008e5,2.102430592592593,0.6150231851851852,1.4874074074074075
Warm Bodies,2013,0,30000000,116643610,66380662,50262948,3.888120333333333,2.212688733333333,1.6754316
We&#39;re the Millers,2013,1,37000000,270000119,150394119,119606e3,7.297300513513513,4.064705918918919,3.2325945945945946
White House Down,2013,0,150000000,205440387,73103784,132336603,1.36960258,0.48735856,0.88224402
World War Z,2013,0,190000000,539559711,202359711,3372e5,2.839787952631579,1.0650511105263158,1.7747368421052632
Abraham Lincoln: Vampire Hunter,2012,0,68488103,116804318,38068365,78735953,1.705468729364573,0.5558390922289087,1.1496296371356642
Act of Valor,2012,0,12175663,83704673,71037735,12666938,6.8747527752698145,5.834403843141848,1.040348932127967
Amour,2012,0,9841994,26295088,6837603,19457485,2.6717236364907353,0.694737570455743,1.9769860660349925
Anna Karenina,2012,0,49717290,71771007,13003980,58767027,1.4435824438540394,0.26155850409384745,1.1820239397601922
Argo,2012,1,45151416,224540219,138016721,86523498,4.97304932806537,3.056752882345927,1.9162964457194431
Battleship,2012,0,212059460,308594933,66190353,242404580,1.4552283260553431,0.31213110228612295,1.1430972237692203
Beasts of the Southern Wild,2012,0,1826349,21388640,12983057,8405583,11.71114611719885,7.108749204013034,4.602396913185815
Blue Like Jazz,2012,1,1217566,603728,603728,0,0.4958482743440602,0.4958482743440602,0
Brave,2012,1,187708135,562725176,240755653,321969523,2.9978731395951486,1.28260638783716,1.7152667517579885
Bullet to the Head,2012,0,55805121,13760036,9628746,4131290,0.24657299820208256,0.1725423371091696,0.07403066109291297
Chernobyl Diaries,2012,0,1014639,38951995,18384886,20567109,38.39000373531867,18.11963269694936,20.270371038369312
Chronicle,2012,0,12175663,128935373,65520463,63414910,10.589597708149446,5.381264494590561,5.208333213558884
Cloud Atlas,2012,1,103493134,127863295,27505098,100358197,1.235476113806738,0.2657673696498552,0.9697087441568829
Contraband,2012,1,25365964,99847390,67501874,32345516,3.936274213745632,2.6611199952818665,1.275154218463765
Django Unchained,2012,0,101463857,431600549,165188672,266411877,4.253736865138095,1.6280543326871557,2.6256825324509396
Flight,2012,0,31453796,164140491,95145068,68995423,5.218463647440201,3.024915275726974,2.1935483717132267
Frankenweenie,2012,0,39570904,82338719,35804351,46534368,2.0807894355913628,0.9048150883790778,1.175974347212285
Hannibal,2012,1,88273555,355225246,167508980,187716266,4.024141159829804,1.8976122577141026,2.1265289021157017
Hotel Transylvania,2012,1,86244278,364480509,150484138,213996371,4.22614134470463,1.744859386497502,2.481281958207129
Jack Reacher,2012,0,60878314,220552732,81242857,139309875,3.622845599830508,1.3345122698371705,2.2883333299933373
Jagten,2012,0,3500503,697244,697244,0,0.19918394585006782,0.19918394585006782,0
John Carter,2012,1,279025606,286917566,74128153,212789413,1.0282839991394912,0.2656679222479674,0.7626160768915237
Killing Them Softly,2012,0,15219578,37783896,15164322,22619574,2.482584996771921,0.996369413133531,1.48621558363839
Les Miserables,2012,1,65951507,448493475,150988132,297505343,6.800352189071282,2.289381075098102,4.510971113973181
Life of Pi,2012,0,121756628,616887080,126816653,490070427,5.066558512116482,1.0415585178656557,4.024999994250826
Lincoln,2012,1,65951507,276997302,184875236,92122066,4.200014747199029,2.803199569040932,1.3968151781580973
Madagascar 3: Europe&#39;s Most Wanted,2012,0,147122592,757855127,219559143,538295984,5.1511811795703,1.4923550490464441,3.658826130523856
Men in Black III,2012,0,218147292,633967639,181641463,452326176,2.9061448949822397,0.8326551355952656,2.073489759386974
Mirror Mirror,2012,0,86244278,171080229,65885725,105194504,1.9836704876815132,0.7639431453064052,1.219727342375108
Moonrise Kingdom,2012,1,16234217,64949517,46178703,18770814,4.000779156764998,2.8445291201910137,1.1562500365739845
Much Ado About Nothing,2012,0,8117109,22879428,22879428,0,2.8186670894773003,2.8186670894773003,0
One for the Money,2012,1,42614820,36727096,26801198,9925898,0.8618385810382397,0.628917310926105,0.2329212701121347
Paranormal Activity 4,2012,1,5073193,144884139,54689359,90194780,28.558767427141053,10.780066715380235,17.77870071176082
ParaNorman,2012,0,60878314,109742304,56822855,52919449,1.8026501850888972,0.9333841768351206,0.8692660082537765
Parental Guidance,2012,1,25365964,121927729,78398378,43529351,4.806745330080891,3.090691842028949,1.7160534880519425
People Like Us,2012,1,16234217,12613776,12613776,0,0.7769870268458282,0.7769870268458282,0
Pitch Perfect,2012,1,17248856,117019460,65952616,51066844,6.784186730992478,3.823593634267687,2.9605930967247915
Premium Rush,2012,1,35512350,31852752,20572249,11280503,0.8969485826761676,0.579298441246496,0.31765014142967163
Red Dawn,2012,0,65951507,48869204,45462690,3406514,0.7409869193739576,0.6893351201209095,0.05165179925304815
Red Tails,2012,0,58849037,51102777,50606496,496281,0.8683706582998121,0.8599375381452716,0.008433120154540506
Rise of the Guardians,2012,0,147122592,311393491,104926572,206466919,2.116557945091125,0.7131914315375847,1.4033665135535405
Rock of Ages,2012,1,71024700,50852278,39082470,11769808,0.715980187174321,0.5502658934145446,0.16571429375977653
Safe,2012,0,33483073,42102643,17393015,24709628,1.2574306725072695,0.5194569506807216,0.737973721826548
Safety Not Guaranteed,2012,1,760979,4477791,4069672,408119,5.884250419525374,5.347942584486563,0.5363078350388119
Seven Psychopaths,2012,0,13697621,23836212,15243980,8592232,1.740171669226357,1.1128925234535252,0.6272791457728316
Silent Hill: Revelation 3D,2012,1,20292771,48646439,17786836,30859603,2.397229979089598,0.8765109506237467,1.5207190284658512
Silver Linings Playbook,2012,1,21307410,230644998,134026609,96618389,10.824637907657477,6.290140800782451,4.534497106875026
Sinister,2012,0,3043916,89012016,48790826,40221190,29.242599335855523,16.02896597672209,13.213633359133432
Skyfall,2012,0,202927713,1124923772,308815675,816108097,5.543470408105373,1.5218013864868225,4.021669021618551
Snow White and the Huntsman,2012,1,172488556,406779965,157407735,249372230,2.358301179122863,0.9125691503846782,1.4457320287381847
Sparkle,2012,1,10146386,25021315,24754613,266702,2.4660322404450215,2.439746822168997,0.026285418276024586
Spring Breakers,2012,1,5073193,31118489,14331045,16787444,6.133906003576052,2.824857047622671,3.3090489559533807
Step Up Revolution,2012,1,33483073,167975738,35588120,132387618,5.016736008669216,1.0628689905493443,3.953867018119872
Supporting Characters,2012,0,60878,4989,4989,0,0.08195078681954072,0.08195078681954072,0
Ted,2012,0,50731928,557487654,221866693,335620961,10.988891531975682,4.373314828484342,6.61557670349134
That&#39;s My Boy,2012,0,68488103,58908258,37471707,21436551,0.8601239546669879,0.547127243398755,0.312996711268233
The Amazing Spider-Man,2012,0,223220484,768984693,265866416,503118277,3.444955764005959,1.1910484702649422,2.253907293741017
The Avengers,2012,0,60878314,49296637,23727745,25568892,0.8097569357784777,0.38975693380733245,0.42000000197114523
The Dark Knight Rises,2012,0,279025606,1095143990,454699213,640444777,3.9248870585733986,1.629596722388267,2.2952903361851313
The Devil Inside,2012,1,1014639,103248087,54041622,49206465,101.75844512186107,53.26192074225414,48.49652437960693
The Dictator,2012,0,65951507,182005391,60523416,121481975,2.7596850971123374,0.9176957245268103,1.8419893725855272
The Expendables 2,2012,1,101463857,316546185,86272883,230273302,3.1197925483948437,0.8502819186146255,2.269510629780218
The Grey,2012,0,25365964,85574308,52335195,33239113,3.3735878518159215,2.0632054433255522,1.3103824084903692
The Hobbit: An Unexpected Journey,2012,0,253659641,1029557373,307439106,722118267,4.05881427940679,1.2120142754597685,2.8468000039470214
The Hunger Games,2012,1,81171085,694530947,413983383,280547564,8.556383680223075,5.100133662128577,3.4562500180944977
The Impossible,2012,0,40585543,172073169,19298306,152774863,4.239765105520456,0.47549705076016846,3.7642680547602874
The Man with the Iron Fists,2012,0,15219578,22306925,15862951,6443974,1.4656730298303935,1.042272722673388,0.4234003071570053
The Master,2012,0,38048946,25484413,16484994,8999419,0.6697797358171236,0.43325757302186507,0.2365221627952585
The Pirates! Band of Misfits,2012,0,55805121,124857587,31505670,93351917,2.2373858305942926,0.5645659293526126,1.67281990124168
The Place Beyond the Pines,2012,0,15219578,47699629,21716836,25982793,3.134096687831949,1.4269013240708777,1.7071953637610715
The Twilight Saga: Breaking Dawn - Part 2,2012,0,138193773,844848985,296603952,548245033,6.113509796132421,2.146290281834913,3.9672195142975073
The Vow,2012,1,8866236,200511006,126844056,73666950,22.615121681850113,14.30641548454158,8.308706197308531
The Watch,2012,0,55805121,68338951,34855879,33483072,1.224599996835416,0.6246000075871173,0.5999999892482986
The Woman in Black,2012,0,15219578,130843627,55128651,75714976,8.597060115595847,3.6222194202756475,4.974840695320199
The Words,2012,0,6087831,12310182,11663106,647076,2.022096539802107,1.915806467032347,0.10629007276975987
Think Like a Man,2012,1,12175663,97562697,92887325,4675372,8.012926852525403,7.6289336358931745,0.38399321663222774
To Rome With Love,2012,0,21814729,75452356,16928587,58523769,3.458780349735264,0.7760163786586577,2.6827639710766062
Total Recall,2012,0,126829821,201523449,59739858,141783591,1.5889279619814334,0.4710237507943814,1.117904211187052
Underworld: Awakening,2012,1,71024700,162727662,63233330,99494332,2.291141842204191,0.8903005574117173,1.4008412847924736
Wanderlust,2012,1,32975753,24513601,17541229,6972372,0.7433825999363836,0.5319432432672576,0.21143935666912594
What to Expect When You&#39;re Expecting,2012,1,38048946,81832836,41754612,40078224,2.150725436652043,1.097392080190605,1.0533333564614378
Won&#39;t Back Down,2012,1,19278133,5510995,5388293,122702,0.2858676719369038,0.2795028439735321,0.006364827963371764
Wrath of the Titans,2012,0,152195785,306390492,84894893,221495599,2.0131338854095073,0.557800552755124,1.4553333326543834
Wreck-It Ralph,2012,1,167415363,480342759,192185407,288157352,2.8691677417920123,1.1479556210143032,1.7212121207777091
Zero Dark Thirty,2012,1,53268525,139736750,97121930,42614820,2.6232517232268022,1.8232517232268024,0.8
30 Minutes or Less,2011,0,28999342,42428850,38376408,4052442,1.4630969902696414,1.3233544402490236,0.13974255002061772
50/50,2011,0,8285526,42810004,36265871,6544133,5.166842032720675,4.377014929408223,0.7898271033124511
A Dangerous Method,2011,0,20713816,15336023,5905595,9430428,0.7403765197103228,0.28510415463765826,0.45527236507266455
A Lonely Place to Die,2011,1,4142763,458345,NA,NA,0.11063751414213172,NA,NA
A Very Harold &amp; Kumar 3D Christmas,2011,0,20713816,37560098,36312387,1247711,1.8132872281959056,1.7530515381617757,0.060235690034129874
Another Earth,2011,1,181246,1844766,1368348,476418,10.178243933659225,7.549672820365691,2.6285711132935345
Apollo 18,2011,0,5178454,27464261,18318189,9146072,5.303563766328715,3.537385675338624,1.7661780909900908
Arthur Christmas,2011,0,88033717,152893489,48120751,104772738,1.736760575496318,0.5466172807402873,1.1901432947560309
Attack the Block,2011,1,13463980,5599381,1060729,4538652,0.4158785886491216,0.07878272249364601,0.3370958661554756
Bad Teacher,2011,1,19678125,224136189,103872387,120263802,11.390119180562172,5.278571357789423,6.111547822772749
Battle: Los Angeles,2011,0,72498355,219571833,86534481,133037352,3.02864572582371,1.1936061307873813,1.8350395950363287
Beastly,2011,0,17606743,39385487,28860115,10525372,2.236954728083439,1.6391512615365602,0.5978034665468792
Blackthorn,2011,0,4660609,1294370,207716,1086654,0.2777255075463314,0.04456842442693648,0.2331570831193949
Bridesmaids,2011,1,33659951,299587165,175142277,124444888,8.900404073672002,5.203283777804668,3.697120295867335
Captain America: The First Avenger,2011,0,144996710,383795703,182959443,200836260,2.646926975101711,1.2618178922818317,1.385109082819879
Cars 2,2011,0,207138157,580147769,198283907,381863862,2.8007769181802655,0.9572543749146132,1.8435225432656523
Circumstance,2011,1,932122,470329,470329,0,0.5045787997708454,0.5045787997708454,0
Colombiana,2011,0,41427631,74257040,37974487,36282553,1.792451999005205,0.9166463561481466,0.8758056428570584
Conan the Barbarian,2011,0,20713816,81937729,39629760,42307969,3.955704202451156,1.9132042111410086,2.0424999913101476
Contagion,2011,1,62141447,142460919,78358394,64102525,2.2925265805284516,1.2609682873976205,1.031558293130831
Coriolanus,2011,0,10356908,1087104,776396,310708,0.10496414566973078,0.07496407228875646,0.03000007338097432
Cowboys &amp; Aliens,2011,0,168817598,182188693,103818215,78370478,1.079204390764996,0.6149727056298953,0.46423168513510066
Detention,2011,1,10356908,NA,NA,NA,NA,NA,NA
Diary of a Wimpy Kid: Rodrick Rules,2011,0,18642434,76325433,54579387,21746046,4.0941774555833215,2.92769640487932,1.1664810507040013
Dolphin Tale,2011,0,38320559,99497492,74866751,24630741,2.5964519985212116,1.9536967349562933,0.6427552635649183
Dream House,2011,1,51784539,41357557,22062637,19294920,0.7986468123236551,0.42604679748138724,0.3726000148422679
Drive,2011,0,15535362,80840663,36312033,44528630,5.20365492609699,2.3373792641587623,2.8662756619382286
Fast Five,2011,1,129461348,652320815,217326947,434993868,5.038730285737485,1.6787014066932162,3.3600288790442687
Final Destination 5,2011,0,41427631,163522777,44107629,119415148,3.9471911150314147,1.064691075383963,2.882500039647452
Footloose,2011,1,24856579,65676025,53651623,12024402,2.6421988721778646,2.1584475884634005,0.48375128371446446
Fright Night,2011,0,31070724,41966863,18951742,23015121,1.350688287791427,0.609954953093465,0.740733334697962
Green Lantern,2011,0,207138157,239452924,120762760,118690164,1.1560058632751087,0.5830058630868286,0.5730000001882801
Hall Pass,2011,0,37284868,86680344,46668987,40011357,2.3248129509269013,1.2516870651117766,1.0731258858151247
Hanna,2011,1,31070724,67675862,41695999,25979863,2.17812311035945,1.3419706280420116,0.8361524823174381
Harry Potter and the Deathly Hallows: Part 2,2011,0,129461348,1375512553,394609809,980902744,10.62488977791271,3.0480897588058484,7.576800019106861
Haywire,2011,0,23820888,22967676,19618465,3349211,0.964182191696632,0.8235824373969601,0.14059975429967178
Hesher,2011,0,7249836,396614,396614,0,0.05470661681174581,0.05470661681174581,0
Higher Ground,2011,1,1864243,889847,871074,18773,0.47732350342739654,0.4672534642747753,0.010070039152621198
Hobo with a Shotgun,2011,0,3107072,864753,728476,136277,0.27831765726703467,0.2344573926835297,0.04386026458350498
Hop,2011,0,65248520,191524428,111942955,79581473,2.9353068544696495,1.7156397570397,1.2196670974299493
Horrible Bosses,2011,1,36249178,222195609,121733603,100462006,6.129673036999625,3.358244509709986,2.7714285272896393
Hugo,2011,0,186424342,191637196,76500789,115136407,1.0279623033348295,0.4103583694022104,0.6176039339326191
I Am Number Four,2011,0,51784539,151193038,57067015,94126023,2.9196559614057778,1.1020087482095766,1.8176472131962014
Immortals,2011,0,77676809,219113265,86484341,132628924,2.820832470087694,1.1133868926052304,1.7074455774824633
In Time,2011,0,36249178,176134406,38894261,137240145,4.858990347312152,1.072969461541997,3.7860208857701547
Iris,2011,1,5696299,15695916,5779651,9916265,2.7554585881113334,1.0146326588544596,1.7408259292568737
Jin ling shi san chai,2011,1,103569079,97066426,322549,96743877,0.9372143398127544,0.003114336857239022,0.9341000029555153
Johnny English Reborn,2011,0,46606085,170412210,8602417,161809793,3.656436922346084,0.18457712120638325,3.471859801139701
Jumping the Broom,2011,1,7249836,39520511,38626496,894015,5.451228276060314,5.327913072792267,0.12331520326804633
Just Go with It,2011,0,82855263,222647578,106705263,115942315,2.687186908090558,1.2878513583379732,1.3993355497525848
Kill List,2011,0,828553,478703,30100,448603,0.5777578501314943,0.0363283942004917,0.5414294559310026
Killer Elite,2011,0,72498355,59839216,26021717,33817499,0.8253872243032273,0.35892837844389713,0.4664588458593302
Kung Fu Panda 2,2011,1,155353618,688566122,171146932,517419190,4.432250312960204,1.101660419649834,3.3305898933103704
Le Havre,2011,0,5696299,13961315,633541,13327774,2.4509449029975428,0.11121975865382067,2.339725144343722
Like Crazy,2011,1,258923,3864669,3516575,348094,14.925939371936831,13.581547409847715,1.3443919620891154
Limitless,2011,0,27963651,175797590,82077930,93719660,6.2866465469762876,2.9351650111782615,3.3514815357980257
Margaret,2011,1,14499671,48869,48869,0,0.003370352334201238,0.003370352334201238,0
Margin Call,2011,0,3521349,18510079,5544660,12965419,5.25653066481056,1.5745840585525603,3.6819466062579993
Mars Needs Moms,2011,0,155353618,40961320,22156282,18805038,0.2636650534910619,0.14261838433656562,0.12104666915449629
Martha Marcy May Marlene,2011,1,1035691,3657064,3087434,569630,3.531037732296602,2.9810377805735495,0.5499999517230525
Melancholia,2011,1,9735493,18688080,3139021,15549059,1.9195822954215056,0.3224306154809007,1.597151679940605
Midnight in Paris,2011,1,31070724,160342190,58844493,101497697,5.160555318891185,1.8938886972830116,3.2666666216081737
Mission: Impossible - Ghost Protocol,2011,0,150175164,719508092,216871479,502636613,4.791125728352792,1.4441234703762333,3.3470022579765586
Moneyball,2011,0,51784539,115142275,78303911,36838364,2.223487496914861,1.512109840352156,0.7113776565627049
Mr. Popper&#39;s Penguins,2011,0,56962993,196392298,70659436,125732862,3.447717327634101,1.2404445812740212,2.2072727463600796
New Year&#39;s Eve,2011,1,26927960,148791377,56491379,92299998,5.525534685880401,2.097870726189433,3.427663959690968
No Strings Attached,2011,1,25892270,154554145,73184210,81369935,5.9691230239758815,2.8264887551381164,3.142634268837765
October Baby,2011,1,1035691,5547001,5547001,0,5.355845517630258,5.355845517630258,0
Our Idiot Brother,2011,1,5178454,26784257,25700491,1083766,5.172249671427032,4.962965974014638,0.20928369741239375
Paranormal Activity 3,2011,1,5178454,214429259,107741677,106687582,41.40796828551533,20.805761140293995,20.602207145221335
Paul,2011,1,41427631,103755310,38748242,65007068,2.504495369286262,0.9353236249497346,1.5691717443365274
Pirates of the Caribbean: On Stranger Tides,2011,0,258922697,1080913060,249667634,831245426,4.174655495728905,0.9642554974622406,3.2103999982666642
Priest,2011,0,62141447,87157549,30176535,56981014,1.4025670982524756,0.4856104332427277,0.9169566650097478
Puss in Boots,2011,0,134639802,574795417,154587729,420207688,4.26913444955898,1.148157726791666,3.1209767227673137
Rango,2011,0,139818256,254266825,127656741,126610084,1.8185523999097801,0.9130191196205452,0.9055332802892349
