"","dis_id","sch_id","stud_nm","mathn","readn","female","nonwhite","sch_size","sch_ses","dis_size","dis_ses"
"100","30,011.00","1,010","61,026",51,21,0,0,0.78,-4.72,0.11,7.27
"101","30,011.00","1,010","61,027",54,23,1,0,0.78,-4.72,0.11,7.27
"102","30,011.00","1,010","61,028",28,36,1,0,0.78,-4.72,0.11,7.27
"103","30,011.00","1,010","61,029",47,37,1,0,0.78,-4.72,0.11,7.27
"104","30,011.00","1,010","61,030",64,58,1,0,0.78,-4.72,0.11,7.27
"105","30,011.00","1,010","61,031",66,72,0,0,0.78,-4.72,0.11,7.27
"106","30,011.00","1,010","61,032",54,74,0,0,0.78,-4.72,0.11,7.27
"107","30,011.00","1,010","61,033",70,53,0,0,0.78,-4.72,0.11,7.27
"108","30,011.00","1,010","61,034",95,59,1,0,0.78,-4.72,0.11,7.27
"109","30,011.00","1,010","61,035",73,43,1,0,0.78,-4.72,0.11,7.27
"110","30,011.00","1,010","61,036",38,32,1,0,0.78,-4.72,0.11,7.27
"111","30,011.00","1,010","61,037",45,63,0,NA,0.78,-4.72,0.11,7.27
"112","30,011.00","1,010","61,038",42,61,1,0,0.78,-4.72,0.11,7.27
"113","30,011.00","1,010","61,039",41,56,0,1,0.78,-4.72,0.11,7.27
"114","30,011.00","1,010","61,040",52,53,0,0,0.78,-4.72,0.11,7.27
"115","30,011.00","1,010","61,041",67,62,0,0,0.78,-4.72,0.11,7.27
"116","30,011.00","1,010","61,042",47,53,1,0,0.78,-4.72,0.11,7.27
"117","30,011.00","1,010","61,043",34,60,1,0,0.78,-4.72,0.11,7.27
"118","30,011.00","1,010","61,044",40,55,0,0,0.78,-4.72,0.11,7.27
"119","30,011.00","1,010","61,045",83,77,1,0,0.78,-4.72,0.11,7.27
"120","30,011.00","1,010","61,046",79,78,1,0,0.78,-4.72,0.11,7.27
"121","30,011.00","1,010","61,047",50,64,0,0,0.78,-4.72,0.11,7.27
"122","30,011.00","1,010","61,048",35,37,0,0,0.78,-4.72,0.11,7.27
"123","30,011.00","1,010","61,049",50,58,1,0,0.78,-4.72,0.11,7.27
"124","30,011.00","1,010","61,050",53,45,1,0,0.78,-4.72,0.11,7.27
"125","30,011.00","1,010","61,051",29,40,0,1,0.78,-4.72,0.11,7.27
"126","30,011.00","1,010","61,052",31,38,0,0,0.78,-4.72,0.11,7.27
"127","30,011.00","1,010","61,053",64,51,1,0,0.78,-4.72,0.11,7.27
"128","30,011.00","1,010","61,054",54,33,0,0,0.78,-4.72,0.11,7.27
"129","30,011.00","1,010","61,055",29,33,0,0,0.78,-4.72,0.11,7.27
"130","30,011.00","1,010","61,056",60,65,0,0,0.78,-4.72,0.11,7.27
"131","30,011.00","1,010","61,057",47,29,1,0,0.78,-4.72,0.11,7.27
"132","30,011.00","1,010","61,058",45,55,1,0,0.78,-4.72,0.11,7.27
"133","30,011.00","1,010","61,059",69,64,1,0,0.78,-4.72,0.11,7.27
"134","30,011.00","1,010","61,060",42,62,1,0,0.78,-4.72,0.11,7.27
"135","30,011.00","1,010","61,061",36,19,1,0,0.78,-4.72,0.11,7.27
"136","30,011.00","1,010","61,062",16,25,0,0,0.78,-4.72,0.11,7.27
"137","30,011.00","1,010","61,063",40,37,0,0,0.78,-4.72,0.11,7.27
"138","30,011.00","1,010","61,064",34,54,1,NA,0.78,-4.72,0.11,7.27
"139","30,011.00","1,010","61,065",19,25,1,0,0.78,-4.72,0.11,7.27
"140","30,011.00","1,010","61,066",44,64,0,0,0.78,-4.72,0.11,7.27
"141","30,011.00","1,010","61,067",58,19,1,0,0.78,-4.72,0.11,7.27
"142","30,011.00","1,010","61,068",25,40,1,0,0.78,-4.72,0.11,7.27
"143","30,011.00","1,010","61,069",27,40,0,0,0.78,-4.72,0.11,7.27
"144","30,011.00","1,010","61,070",57,34,1,0,0.78,-4.72,0.11,7.27
"145","30,011.00","1,010","61,071",73,45,1,NA,0.78,-4.72,0.11,7.27
"146","30,011.00","1,010","61,072",38,21,1,0,0.78,-4.72,0.11,7.27
"147","30,011.00","1,010","61,073",47,40,1,0,0.78,-4.72,0.11,7.27
"148","30,011.00","1,010","61,074",77,75,1,0,0.78,-4.72,0.11,7.27
"149","30,011.00","1,010","61,075",45,62,1,0,0.78,-4.72,0.11,7.27
"150","30,011.00","1,010","61,076",70,79,1,0,0.78,-4.72,0.11,7.27
"151","30,011.00","1,010","61,077",60,25,1,0,0.78,-4.72,0.11,7.27
"152","30,011.00","1,010","61,078",74,55,1,0,0.78,-4.72,0.11,7.27
"153","30,011.00","1,010","61,079",78,61,1,0,0.78,-4.72,0.11,7.27
"154","30,011.00","1,010","61,080",56,72,0,1,0.78,-4.72,0.11,7.27
"155","30,011.00","1,010","61,081",38,56,0,0,0.78,-4.72,0.11,7.27
"156","30,011.00","1,010","61,082",57,47,0,0,0.78,-4.72,0.11,7.27
"157","30,011.00","1,010","61,083",79,53,1,0,0.78,-4.72,0.11,7.27
"158","30,011.00","1,010","61,084",55,50,0,0,0.78,-4.72,0.11,7.27
"159","30,011.00","1,010","61,085",45,43,1,0,0.78,-4.72,0.11,7.27
"160","30,011.00","1,010","61,086",47,48,1,0,0.78,-4.72,0.11,7.27
"161","30,011.00","1,010","61,087",65,31,1,0,0.78,-4.72,0.11,7.27
"162","30,011.00","1,010","61,088",42,30,1,0,0.78,-4.72,0.11,7.27
"163","30,011.00","1,010","61,089",78,55,1,0,0.78,-4.72,0.11,7.27
"164","30,011.00","1,010","61,090",21,34,0,0,0.78,-4.72,0.11,7.27
"165","30,011.00","1,010","61,091",39,39,0,0,0.78,-4.72,0.11,7.27
"166","30,011.00","1,010","61,092",48,1,0,0,0.78,-4.72,0.11,7.27
"167","30,011.00","1,010","61,093",51,60,0,0,0.78,-4.72,0.11,7.27
"168","30,011.00","1,010","61,094",41,53,0,0,0.78,-4.72,0.11,7.27
"169","30,011.00","1,010","61,095",61,81,0,0,0.78,-4.72,0.11,7.27
"170","30,011.00","1,010","61,096",99,72,0,0,0.78,-4.72,0.11,7.27
"171","30,011.00","1,010","61,097",73,62,0,0,0.78,-4.72,0.11,7.27
"172","30,011.00","1,010","61,098",43,34,1,0,0.78,-4.72,0.11,7.27
"173","30,011.00","1,010","61,099",64,60,1,0,0.78,-4.72,0.11,7.27
"174","30,011.00","1,010","61,100",90,54,1,1,0.78,-4.72,0.11,7.27
"175","30,011.00","1,010","61,101",75,49,0,0,0.78,-4.72,0.11,7.27
"176","30,011.00","1,010","61,102",34,45,1,0,0.78,-4.72,0.11,7.27
"177","30,011.00","1,010","61,103",28,27,1,0,0.78,-4.72,0.11,7.27
"178","30,011.00","1,010","61,104",85,72,1,0,0.78,-4.72,0.11,7.27
"179","30,011.00","1,010","61,105",1,10,1,0,0.78,-4.72,0.11,7.27
"180","30,011.00","1,010","61,106",19,29,1,0,0.78,-4.72,0.11,7.27
"181","30,011.00","1,010","61,107",61,59,1,0,0.78,-4.72,0.11,7.27
"182","30,011.00","1,010","61,108",28,34,1,0,0.78,-4.72,0.11,7.27
"183","30,011.00","1,010","61,109",36,64,0,0,0.78,-4.72,0.11,7.27
"184","30,011.00","1,010","61,110",56,42,1,0,0.78,-4.72,0.11,7.27
"185","30,011.00","1,010","61,111",55,67,0,1,0.78,-4.72,0.11,7.27
"186","30,011.00","1,010","61,112",53,16,1,1,0.78,-4.72,0.11,7.27
"187","30,011.00","1,010","61,113",33,37,1,0,0.78,-4.72,0.11,7.27
"188","30,011.00","1,010","61,114",33,42,0,0,0.78,-4.72,0.11,7.27
"189","30,011.00","1,010","61,115",45,35,1,1,0.78,-4.72,0.11,7.27
"190","30,011.00","1,010","61,116",63,76,0,0,0.78,-4.72,0.11,7.27
"191","30,011.00","1,010","61,117",63,45,0,1,0.78,-4.72,0.11,7.27
"192","30,011.00","1,010","61,118",12,31,1,0,0.78,-4.72,0.11,7.27
"193","30,011.00","1,010","61,119",56,48,0,0,0.78,-4.72,0.11,7.27
"194","30,011.00","1,010","61,122",43,31,1,0,0.78,-4.72,0.11,7.27
"195","30,011.00","1,010","61,123",22,33,0,0,0.78,-4.72,0.11,7.27
"196","30,011.00","1,010","61,124",51,37,1,0,0.78,-4.72,0.11,7.27
"197","30,011.00","1,010","61,126",52,43,1,0,0.78,-4.72,0.11,7.27
"198","30,011.00","1,010","61,127",37,48,0,0,0.78,-4.72,0.11,7.27
"199","30,011.00","1,010","61,128",43,45,0,0,0.78,-4.72,0.11,7.27
"200","30,011.00","1,010","61,130",5,35,0,0,0.78,-4.72,0.11,7.27
"201","30,011.00","1,010","61,134",53,52,1,0,0.78,-4.72,0.11,7.27
"202","30,011.00","1,010","61,131",23,34,0,0,0.78,-4.72,0.11,7.27
"203","30,011.00","1,010","61,132",1,22,1,0,0.78,-4.72,0.11,7.27
"204","30,027.00","5,020","77,579",24,27,0,1,0.97,-16.59,0.27,-9.19
"205","30,027.00","5,020","77,580",36,31,1,0,0.97,-16.59,0.27,-9.19
"206","30,027.00","5,020","77,581",12,25,1,0,0.97,-16.59,0.27,-9.19
"207","30,027.00","5,020","77,582",48,47,1,0,0.97,-16.59,0.27,-9.19
"208","30,027.00","5,020","77,584",29,28,1,0,0.97,-16.59,0.27,-9.19
"209","30,027.00","5,020","77,585",30,11,1,0,0.97,-16.59,0.27,-9.19
"210","30,027.00","5,020","77,586",43,34,1,0,0.97,-16.59,0.27,-9.19
"211","30,027.00","5,020","77,587",28,1,1,0,0.97,-16.59,0.27,-9.19
"212","30,027.00","5,020","77,588",19,45,1,0,0.97,-16.59,0.27,-9.19
"213","30,027.00","5,020","77,589",14,16,1,0,0.97,-16.59,0.27,-9.19
"214","30,027.00","5,020","77,590",44,59,0,0,0.97,-16.59,0.27,-9.19
"215","30,027.00","5,020","77,591",1,25,1,1,0.97,-16.59,0.27,-9.19
"216","30,027.00","5,020","77,592",46,38,1,0,0.97,-16.59,0.27,-9.19
"217","30,027.00","5,020","77,594",69,72,1,0,0.97,-16.59,0.27,-9.19
"218","30,027.00","5,020","77,595",49,64,0,1,0.97,-16.59,0.27,-9.19
"219","30,027.00","5,020","77,596",19,14,0,0,0.97,-16.59,0.27,-9.19
"220","30,027.00","5,020","77,597",48,36,1,0,0.97,-16.59,0.27,-9.19
"221","30,027.00","5,020","77,598",38,45,1,0,0.97,-16.59,0.27,-9.19
"222","30,027.00","5,020","77,599",23,52,1,0,0.97,-16.59,0.27,-9.19
"223","30,027.00","5,020","77,600",50,56,1,0,0.97,-16.59,0.27,-9.19
"224","30,027.00","5,020","77,601",27,27,0,0,0.97,-16.59,0.27,-9.19
"225","30,027.00","5,020","77,602",55,37,1,0,0.97,-16.59,0.27,-9.19
"226","30,027.00","5,020","77,603",61,93,0,0,0.97,-16.59,0.27,-9.19
"227","30,027.00","5,020","77,604",13,25,0,0,0.97,-16.59,0.27,-9.19
"228","30,027.00","5,020","77,605",33,50,1,0,0.97,-16.59,0.27,-9.19
"229","30,027.00","5,020","77,606",29,35,1,0,0.97,-16.59,0.27,-9.19
"230","30,027.00","5,020","77,607",1,22,0,0,0.97,-16.59,0.27,-9.19
"231","30,027.00","5,020","77,608",59,50,1,0,0.97,-16.59,0.27,-9.19
"232","30,027.00","5,020","77,609",39,72,1,0,0.97,-16.59,0.27,-9.19
"233","30,027.00","5,020","77,610",43,45,1,0,0.97,-16.59,0.27,-9.19
"234","30,027.00","5,020","77,611",32,48,1,0,0.97,-16.59,0.27,-9.19
"235","30,027.00","5,020","77,613",32,32,1,0,0.97,-16.59,0.27,-9.19
"236","30,027.00","5,020","77,614",56,45,1,0,0.97,-16.59,0.27,-9.19
"237","30,027.00","5,020","77,615",33,41,1,0,0.97,-16.59,0.27,-9.19
"238","30,027.00","5,020","77,616",38,59,0,0,0.97,-16.59,0.27,-9.19
"239","30,027.00","5,020","77,617",21,28,0,0,0.97,-16.59,0.27,-9.19
"240","30,027.00","5,020","77,618",30,12,1,0,0.97,-16.59,0.27,-9.19
"241","30,027.00","5,020","77,619",42,33,1,0,0.97,-16.59,0.27,-9.19
"242","30,027.00","5,020","77,620",64,59,1,0,0.97,-16.59,0.27,-9.19
"243","30,027.00","5,020","77,621",89,56,1,0,0.97,-16.59,0.27,-9.19
"244","30,027.00","5,020","77,622",64,79,0,0,0.97,-16.59,0.27,-9.19
"245","30,027.00","5,020","77,623",51,48,1,0,0.97,-16.59,0.27,-9.19
"246","30,027.00","5,020","77,624",50,56,1,1,0.97,-16.59,0.27,-9.19
"247","30,027.00","5,020","77,625",43,39,1,0,0.97,-16.59,0.27,-9.19
"248","30,027.00","5,020","77,626",29,50,0,0,0.97,-16.59,0.27,-9.19
"249","30,027.00","5,020","77,627",60,51,1,0,0.97,-16.59,0.27,-9.19
"250","30,027.00","5,020","77,628",43,32,1,0,0.97,-16.59,0.27,-9.19
"251","30,027.00","5,020","77,629",21,31,1,0,0.97,-16.59,0.27,-9.19
"252","30,027.00","5,020","77,630",50,44,0,0,0.97,-16.59,0.27,-9.19
"253","30,027.00","5,020","77,631",29,36,1,0,0.97,-16.59,0.27,-9.19
"254","30,027.00","5,020","77,632",52,53,0,0,0.97,-16.59,0.27,-9.19
"255","30,027.00","5,020","77,633",29,36,1,0,0.97,-16.59,0.27,-9.19
"256","30,027.00","5,020","77,634",23,27,0,0,0.97,-16.59,0.27,-9.19
"257","30,027.00","5,020","77,635",32,40,0,0,0.97,-16.59,0.27,-9.19
"258","30,027.00","5,020","77,636",10,24,1,0,0.97,-16.59,0.27,-9.19
"259","30,027.00","5,020","77,637",47,53,1,0,0.97,-16.59,0.27,-9.19
"260","30,027.00","5,020","77,638",35,21,0,0,0.97,-16.59,0.27,-9.19
"261","30,027.00","5,020","77,639",14,30,0,0,0.97,-16.59,0.27,-9.19
"262","30,027.00","5,020","77,640",51,21,1,0,0.97,-16.59,0.27,-9.19
"263","30,027.00","5,020","77,641",60,60,1,0,0.97,-16.59,0.27,-9.19
"264","30,027.00","5,020","77,642",9,18,1,0,0.97,-16.59,0.27,-9.19
"265","30,027.00","5,020","77,643",32,31,1,0,0.97,-16.59,0.27,-9.19
"266","30,027.00","5,020","77,644",21,40,1,0,0.97,-16.59,0.27,-9.19
"267","30,027.00","5,020","77,645",79,57,0,0,0.97,-16.59,0.27,-9.19
"268","30,027.00","5,020","77,646",57,51,0,0,0.97,-16.59,0.27,-9.19
"269","30,027.00","5,020","77,647",39,32,1,0,0.97,-16.59,0.27,-9.19
"270","30,027.00","5,020","77,648",14,32,1,0,0.97,-16.59,0.27,-9.19
"271","30,027.00","5,020","77,649",71,33,1,0,0.97,-16.59,0.27,-9.19
"272","30,027.00","5,020","77,650",42,45,0,0,0.97,-16.59,0.27,-9.19
"273","30,027.00","5,020","77,651",53,57,1,0,0.97,-16.59,0.27,-9.19
"274","30,027.00","5,020","77,652",45,29,1,0,0.97,-16.59,0.27,-9.19
"275","30,027.00","5,020","77,653",4,37,0,0,0.97,-16.59,0.27,-9.19
"276","30,027.00","5,020","77,655",58,63,0,0,0.97,-16.59,0.27,-9.19
"277","30,027.00","5,020","77,656",80,58,0,0,0.97,-16.59,0.27,-9.19
"278","30,027.00","5,020","77,657",25,23,0,0,0.97,-16.59,0.27,-9.19
"279","30,027.00","5,020","77,658",13,26,1,0,0.97,-16.59,0.27,-9.19
"280","30,027.00","5,020","77,659",79,69,0,0,0.97,-16.59,0.27,-9.19
"281","30,027.00","5,020","77,660",46,43,0,0,0.97,-16.59,0.27,-9.19
"282","30,027.00","5,020","77,661",19,20,0,0,0.97,-16.59,0.27,-9.19
"283","30,027.00","5,020","77,662",53,57,0,0,0.97,-16.59,0.27,-9.19
"284","30,027.00","5,020","77,663",34,28,0,0,0.97,-16.59,0.27,-9.19
"285","30,027.00","5,020","77,664",36,38,1,0,0.97,-16.59,0.27,-9.19
"286","30,027.00","5,020","77,665",57,72,0,0,0.97,-16.59,0.27,-9.19
"287","30,027.00","5,020","77,666",79,82,0,0,0.97,-16.59,0.27,-9.19
"288","30,027.00","5,020","77,667",75,85,1,0,0.97,-16.59,0.27,-9.19
"289","30,027.00","5,020","77,668",80,69,1,0,0.97,-16.59,0.27,-9.19
"290","30,027.00","5,020","77,669",65,66,0,0,0.97,-16.59,0.27,-9.19
"291","30,027.00","5,020","77,670",10,23,1,0,0.97,-16.59,0.27,-9.19
"292","30,027.00","5,020","77,671",75,63,0,0,0.97,-16.59,0.27,-9.19
"293","30,027.00","5,020","77,672",34,46,1,0,0.97,-16.59,0.27,-9.19
"294","30,027.00","5,020","77,674",22,50,1,0,0.97,-16.59,0.27,-9.19
"295","30,027.00","5,020","77,675",59,44,1,0,0.97,-16.59,0.27,-9.19
"296","30,027.00","5,020","77,676",70,62,0,0,0.97,-16.59,0.27,-9.19
"297","30,027.00","5,020","77,677",48,38,1,0,0.97,-16.59,0.27,-9.19
"298","30,027.00","5,020","77,678",61,70,0,0,0.97,-16.59,0.27,-9.19
"299","30,027.00","5,020","77,679",56,78,1,0,0.97,-16.59,0.27,-9.19
"300","30,027.00","5,020","77,680",45,62,1,0,0.97,-16.59,0.27,-9.19
"301","30,027.00","5,020","77,681",12,47,0,0,0.97,-16.59,0.27,-9.19
"302","30,027.00","5,020","77,682",34,55,0,0,0.97,-16.59,0.27,-9.19
"303","30,027.00","5,020","77,683",53,75,0,0,0.97,-16.59,0.27,-9.19
"304","30,027.00","5,020","77,684",57,57,0,0,0.97,-16.59,0.27,-9.19
"305","30,027.00","5,020","77,685",15,27,0,0,0.97,-16.59,0.27,-9.19
"306","30,027.00","5,020","77,686",71,70,0,0,0.97,-16.59,0.27,-9.19
"307","30,027.00","5,020","77,687",77,70,1,0,0.97,-16.59,0.27,-9.19
"308","30,027.00","5,020","77,688",51,59,0,0,0.97,-16.59,0.27,-9.19
"309","30,027.00","5,020","77,689",48,25,1,0,0.97,-16.59,0.27,-9.19
"310","30,027.00","5,020","77,690",62,34,1,0,0.97,-16.59,0.27,-9.19
"311","30,027.00","5,020","77,691",44,66,0,1,0.97,-16.59,0.27,-9.19
"312","30,027.00","5,020","77,692",73,80,0,0,0.97,-16.59,0.27,-9.19
"313","30,027.00","5,020","77,693",71,57,1,0,0.97,-16.59,0.27,-9.19
"314","30,027.00","5,020","77,694",60,64,0,0,0.97,-16.59,0.27,-9.19
"315","30,027.00","5,020","77,695",44,57,0,0,0.97,-16.59,0.27,-9.19
"316","30,027.00","5,020","77,696",57,57,0,0,0.97,-16.59,0.27,-9.19
"317","30,027.00","5,020","77,697",67,54,1,0,0.97,-16.59,0.27,-9.19
"318","30,027.00","5,020","77,698",57,65,0,0,0.97,-16.59,0.27,-9.19
"319","30,027.00","5,020","77,699",67,88,0,1,0.97,-16.59,0.27,-9.19
"320","30,027.00","5,020","77,700",9,27,1,0,0.97,-16.59,0.27,-9.19
"321","30,027.00","5,020","77,701",48,70,0,0,0.97,-16.59,0.27,-9.19
"322","30,027.00","5,020","77,702",32,17,0,0,0.97,-16.59,0.27,-9.19
"323","30,027.00","5,020","77,703",64,78,0,0,0.97,-16.59,0.27,-9.19
"324","30,027.00","5,020","77,704",51,60,1,0,0.97,-16.59,0.27,-9.19
"325","30,027.00","5,020","77,705",96,69,0,0,0.97,-16.59,0.27,-9.19
"326","30,027.00","5,020","77,706",64,62,0,0,0.97,-16.59,0.27,-9.19
"327","30,027.00","5,020","77,707",68,76,1,0,0.97,-16.59,0.27,-9.19
