ID,TRANSECT,SPECIES,TUBEX,YEAR,HEIGHT
12,9,Basswood,0,2002,4.3
12,9,Basswood,0,1999,2.95
12,9,Basswood,0,1997,2.26
12,9,Basswood,0,1995,1.346
12,9,Basswood,0,1993,1.101
12,9,Basswood,0,1992,1.06
12,9,Basswood,0,1991,1.04
12,9,Basswood,0,1990,1
13,9,Basswood,0,2010,11.4
13,9,Basswood,0,2006,7.7
13,9,Basswood,0,2002,5.55
13,9,Basswood,0,1999,3.83
13,9,Basswood,0,1997,2.57
13,9,Basswood,0,1995,1.212
13,9,Basswood,0,1993,0.955
13,9,Basswood,0,1992,0.792
13,9,Basswood,0,1991,0.792
13,9,Basswood,0,1990,0.765
15,9,Basswood,0,2010,10.4
15,9,Basswood,0,2006,8.3
15,9,Basswood,0,2002,7
15,9,Basswood,0,1999,3.74
15,9,Basswood,0,1997,3.1
15,9,Basswood,0,1995,1.824
15,9,Basswood,0,1993,1.081
15,9,Basswood,0,1992,1.02
15,9,Basswood,0,1991,0.626
15,9,Basswood,0,1990,0.515
21,9,Basswood,0,2010,11.6
21,9,Basswood,0,2006,7.8
21,9,Basswood,0,2002,5.6
21,9,Basswood,0,1999,2.26
21,9,Basswood,0,1997,1.38
21,9,Basswood,0,1995,1.049
24,1,Bur Oak,0,1997,1.82
24,1,Bur Oak,0,1995,1.088
24,1,Bur Oak,0,1993,0.781
24,1,Bur Oak,0,1992,0.485
24,1,Bur Oak,0,1991,0.358
24,1,Bur Oak,0,1990,0.355
26,1,Bur Oak,0,2010,5
26,1,Bur Oak,0,2006,4
26,1,Bur Oak,0,2002,3.9
26,1,Bur Oak,0,1999,1.75
26,1,Bur Oak,0,1997,1.2
26,1,Bur Oak,0,1995,0.632
26,1,Bur Oak,0,1993,0.265
26,1,Bur Oak,0,1992,0.254
26,1,Bur Oak,0,1991,0.204
26,1,Bur Oak,0,1990,0.188
27,1,Bur Oak,0,2010,5
27,1,Bur Oak,0,2006,4.4
27,1,Bur Oak,0,2002,3.6
27,1,Bur Oak,0,1999,1.88
27,1,Bur Oak,0,1997,1.39
27,1,Bur Oak,0,1995,0.861
27,1,Bur Oak,0,1993,0.365
27,1,Bur Oak,0,1992,0.282
27,1,Bur Oak,0,1991,0.28
27,1,Bur Oak,0,1990,0.26
30,1,Bur Oak,0,2010,5.7
30,1,Bur Oak,0,2006,4.8
30,1,Bur Oak,0,2002,3.35
30,1,Bur Oak,0,1999,2.29
30,1,Bur Oak,0,1997,1.88
30,1,Bur Oak,0,1995,0.736
30,1,Bur Oak,0,1993,0.554
30,1,Bur Oak,0,1992,0.444
30,1,Bur Oak,0,1991,0.35
30,1,Bur Oak,0,1990,0.315
31,1,Bur Oak,0,2010,5.3
31,1,Bur Oak,0,2006,4
31,1,Bur Oak,0,2002,3
31,1,Bur Oak,0,1999,2
31,1,Bur Oak,0,1997,1.49
31,1,Bur Oak,0,1995,0.828
31,1,Bur Oak,0,1993,0.388
31,1,Bur Oak,0,1992,0.36
31,1,Bur Oak,0,1991,0.338
31,1,Bur Oak,0,1990,0.175
32,1,Bur Oak,0,2010,5.7
32,1,Bur Oak,0,2006,4.1
32,1,Bur Oak,0,2002,2.95
32,1,Bur Oak,0,1999,1
32,1,Bur Oak,0,1997,0.96
32,1,Bur Oak,0,1995,0.709
32,1,Bur Oak,0,1993,0.293
32,1,Bur Oak,0,1992,0.198
32,1,Bur Oak,0,1991,0.195
32,1,Bur Oak,0,1990,0.19
33,1,Bur Oak,0,2010,5.2
33,1,Bur Oak,0,2006,3.2
33,1,Bur Oak,0,2002,2.75
33,1,Bur Oak,0,1999,1.91
33,1,Bur Oak,0,1997,1.51
33,1,Bur Oak,0,1995,0.887
33,1,Bur Oak,0,1993,0.448
33,1,Bur Oak,0,1992,0.42
33,1,Bur Oak,0,1991,0.315
33,1,Bur Oak,0,1990,0.29
34,1,Bur Oak,0,2010,4.1
34,1,Bur Oak,0,2006,3.4
34,1,Bur Oak,0,2002,2.45
34,1,Bur Oak,0,1999,1.57
34,1,Bur Oak,0,1997,1.06
34,1,Bur Oak,0,1993,0.299
34,1,Bur Oak,0,1992,0.203
34,1,Bur Oak,0,1991,0.184
34,1,Bur Oak,0,1990,0.13
37,1,Bur Oak,0,2010,6
37,1,Bur Oak,0,2006,4.2
37,1,Bur Oak,0,2002,2.9
37,1,Bur Oak,0,1999,2.02
37,1,Bur Oak,0,1992,0.355
37,1,Bur Oak,0,1991,0.26
37,1,Bur Oak,0,1990,0.22
38,1,Bur Oak,0,2010,4.9
38,1,Bur Oak,0,2006,4.4
38,1,Bur Oak,0,2002,3.55
38,1,Bur Oak,0,1999,2.92
38,1,Bur Oak,0,1995,0.966
38,1,Bur Oak,0,1993,0.882
38,1,Bur Oak,0,1992,0.427
38,1,Bur Oak,0,1991,0.278
38,1,Bur Oak,0,1990,0.245
43,1,Bur Oak,0,2010,6.2
43,1,Bur Oak,0,2006,5
43,1,Bur Oak,0,2002,3.7
43,1,Bur Oak,0,1999,2.22
43,1,Bur Oak,0,1997,1.6
43,1,Bur Oak,0,1995,0.934
43,1,Bur Oak,0,1993,0.516
43,1,Bur Oak,0,1992,0.46
43,1,Bur Oak,0,1991,0.35
43,1,Bur Oak,0,1990,0.316
44,1,Bur Oak,0,2010,6.6
44,1,Bur Oak,0,2006,6.1
44,1,Bur Oak,0,2002,3.6
44,1,Bur Oak,0,1999,2.72
44,1,Bur Oak,0,1997,1.87
44,1,Bur Oak,0,1995,0.989
44,1,Bur Oak,0,1993,0.557
44,1,Bur Oak,0,1992,0.25
44,1,Bur Oak,0,1991,0.228
44,1,Bur Oak,0,1990,0.122
45,1,Bur Oak,0,2010,5.1
45,1,Bur Oak,0,2006,3.7
45,1,Bur Oak,0,2002,2.3
45,1,Bur Oak,0,1999,1.4
45,1,Bur Oak,0,1997,1.1
45,1,Bur Oak,0,1995,0.81
45,1,Bur Oak,0,1993,0.415
45,1,Bur Oak,0,1992,0.412
45,1,Bur Oak,0,1991,0.4
45,1,Bur Oak,0,1990,0.376
46,1,Bur Oak,0,2010,4
46,1,Bur Oak,0,2006,3.3
46,1,Bur Oak,0,2002,2.55
46,1,Bur Oak,0,1999,1.22
46,1,Bur Oak,0,1995,0.38
46,1,Bur Oak,0,1993,0.371
46,1,Bur Oak,0,1992,0.305
46,1,Bur Oak,0,1991,0.13
46,1,Bur Oak,0,1990,0.114
47,1,Bur Oak,0,2006,3.4
47,1,Bur Oak,0,1997,1.07
47,1,Bur Oak,0,1995,0.825
47,1,Bur Oak,0,1993,0.439
47,1,Bur Oak,0,1992,0.335
47,1,Bur Oak,0,1991,0.31
47,1,Bur Oak,0,1990,0.276
48,1,Bur Oak,0,2010,5.5
48,1,Bur Oak,0,2006,4
48,1,Bur Oak,0,2002,2.5
48,1,Bur Oak,0,1999,1.88
48,1,Bur Oak,0,1997,1.79
48,1,Bur Oak,0,1993,0.478
48,1,Bur Oak,0,1992,0.36
48,1,Bur Oak,0,1991,0.35
48,1,Bur Oak,0,1990,0.25
65,1,Bur Oak,0,2010,3.6
65,1,Bur Oak,0,2006,2.8
65,1,Bur Oak,0,2002,2.19
65,1,Bur Oak,0,1999,2.05
65,1,Bur Oak,0,1997,1.4
65,1,Bur Oak,0,1993,0.495
65,1,Bur Oak,0,1992,0.491
65,1,Bur Oak,0,1991,0.468
65,1,Bur Oak,0,1990,0.405
67,1,Bur Oak,0,2010,4
67,1,Bur Oak,0,2006,3.4
67,1,Bur Oak,0,2002,2.3
67,1,Bur Oak,0,1999,1.37
67,1,Bur Oak,0,1997,1.1
67,1,Bur Oak,0,1995,1.076
67,1,Bur Oak,0,1993,0.49
67,1,Bur Oak,0,1992,0.466
67,1,Bur Oak,0,1991,0.458
67,1,Bur Oak,0,1990,0.445
68,1,Bur Oak,0,2010,2.2
68,1,Bur Oak,0,2006,1.59
68,1,Bur Oak,0,2002,1.2
68,1,Bur Oak,0,1999,0.55
68,1,Bur Oak,0,1993,0.23
68,1,Bur Oak,0,1992,0.098
68,1,Bur Oak,0,1991,0.088
68,1,Bur Oak,0,1990,0.062
125,5,Bur Oak,0,2010,2.3
125,5,Bur Oak,0,2006,2.3
125,5,Bur Oak,0,2002,2.17
125,5,Bur Oak,0,1999,1.48
125,5,Bur Oak,0,1997,0.593
125,5,Bur Oak,0,1995,0.4
125,5,Bur Oak,0,1993,0.343
125,5,Bur Oak,0,1992,0.335
125,5,Bur Oak,0,1991,0.321
125,5,Bur Oak,0,1990,0.28
126,5,Bur Oak,0,2010,5
126,5,Bur Oak,0,2006,3.8
126,5,Bur Oak,0,2002,2.6
126,5,Bur Oak,0,1999,1.78
126,5,Bur Oak,0,1997,1.17
126,5,Bur Oak,0,1995,0.622
126,5,Bur Oak,0,1993,0.282
126,5,Bur Oak,0,1992,0.22
126,5,Bur Oak,0,1991,0.145
126,5,Bur Oak,0,1990,0.118
127,5,Bur Oak,0,2010,2.9
127,5,Bur Oak,0,2006,2.6
127,5,Bur Oak,0,2002,1.9
127,5,Bur Oak,0,1999,1.64
127,5,Bur Oak,0,1997,0.93
127,5,Bur Oak,0,1995,0.738
127,5,Bur Oak,0,1993,0.437
127,5,Bur Oak,0,1992,0.261
127,5,Bur Oak,0,1991,0.131
127,5,Bur Oak,0,1990,0.12
128,5,Bur Oak,0,2010,1.6
128,5,Bur Oak,0,2006,1.6
128,5,Bur Oak,0,2002,1
128,5,Bur Oak,0,1999,0.66
128,5,Bur Oak,0,1997,0.45
128,5,Bur Oak,0,1995,0.387
128,5,Bur Oak,0,1993,0.285
128,5,Bur Oak,0,1992,0.228
128,5,Bur Oak,0,1991,0.15
128,5,Bur Oak,0,1990,0.148
129,5,Bur Oak,0,2006,3.2
129,5,Bur Oak,0,2002,2.8
129,5,Bur Oak,0,1999,1.89
129,5,Bur Oak,0,1997,1.03
129,5,Bur Oak,0,1995,0.82
129,5,Bur Oak,0,1993,0.361
129,5,Bur Oak,0,1992,0.185
129,5,Bur Oak,0,1991,0.15
129,5,Bur Oak,0,1990,0.104
130,5,Bur Oak,0,2010,2.4
130,5,Bur Oak,0,2006,1.8
130,5,Bur Oak,0,2002,1.02
130,5,Bur Oak,0,1999,0.67
130,5,Bur Oak,0,1995,0.204
130,5,Bur Oak,0,1993,0.14
130,5,Bur Oak,0,1992,0.11
130,5,Bur Oak,0,1991,0.108
130,5,Bur Oak,0,1990,0.099
132,5,Bur Oak,0,2010,5.9
132,5,Bur Oak,0,2006,4.5
132,5,Bur Oak,0,2002,3.7
132,5,Bur Oak,0,1999,2.67
132,5,Bur Oak,0,1997,2.1
132,5,Bur Oak,0,1995,1.22
132,5,Bur Oak,0,1992,0.25
132,5,Bur Oak,0,1991,0.193
132,5,Bur Oak,0,1990,0.141
133,5,Bur Oak,0,2010,6.2
133,5,Bur Oak,0,2006,3.8
133,5,Bur Oak,0,2002,2.65
133,5,Bur Oak,0,1999,1.53
133,5,Bur Oak,0,1997,1.01
133,5,Bur Oak,0,1995,0.585
133,5,Bur Oak,0,1993,0.41
133,5,Bur Oak,0,1992,0.34
133,5,Bur Oak,0,1991,0.33
133,5,Bur Oak,0,1990,0.327
134,5,Bur Oak,0,2010,5.3
134,5,Bur Oak,0,2006,2.9
134,5,Bur Oak,0,2002,2.15
134,5,Bur Oak,0,1999,1.12
134,5,Bur Oak,0,1997,0.76
134,5,Bur Oak,0,1995,0.397
134,5,Bur Oak,0,1992,0.265
134,5,Bur Oak,0,1991,0.158
134,5,Bur Oak,0,1990,0.12
135,5,Bur Oak,0,2010,6.5
135,5,Bur Oak,0,2006,4.1
135,5,Bur Oak,0,2002,3.6
135,5,Bur Oak,0,1999,2.28
135,5,Bur Oak,0,1997,1.3
135,5,Bur Oak,0,1995,0.808
135,5,Bur Oak,0,1993,0.398
135,5,Bur Oak,0,1992,0.27
135,5,Bur Oak,0,1991,0.264
135,5,Bur Oak,0,1990,0.16
136,5,Bur Oak,0,2010,2
136,5,Bur Oak,0,2006,1.7
136,5,Bur Oak,0,2002,1.25
136,5,Bur Oak,0,1999,0.85
136,5,Bur Oak,0,1997,0.5
136,5,Bur Oak,0,1995,0.363
136,5,Bur Oak,0,1993,0.211
136,5,Bur Oak,0,1992,0.185
136,5,Bur Oak,0,1991,0.159
136,5,Bur Oak,0,1990,0.145
137,5,Bur Oak,0,2010,4.4
137,5,Bur Oak,0,2006,3.05
137,5,Bur Oak,0,2002,2.8
137,5,Bur Oak,0,1999,2.24
137,5,Bur Oak,0,1997,1.77
137,5,Bur Oak,0,1995,0.945
137,5,Bur Oak,0,1993,0.47
137,5,Bur Oak,0,1992,0.24
137,5,Bur Oak,0,1991,0.216
137,5,Bur Oak,0,1990,0.2
138,5,Bur Oak,0,2010,4.1
138,5,Bur Oak,0,2006,3.3
138,5,Bur Oak,0,2002,2.25
138,5,Bur Oak,0,1999,1.05
138,5,Bur Oak,0,1993,0.365
138,5,Bur Oak,0,1992,0.32
138,5,Bur Oak,0,1991,0.258
138,5,Bur Oak,0,1990,0.209
139,5,Bur Oak,0,2010,3.7
139,5,Bur Oak,0,2006,2.7
139,5,Bur Oak,0,2002,2.28
139,5,Bur Oak,0,1999,1.11
139,5,Bur Oak,0,1997,0.75
139,5,Bur Oak,0,1995,0.397
139,5,Bur Oak,0,1993,0.33
139,5,Bur Oak,0,1992,0.324
139,5,Bur Oak,0,1991,0.32
139,5,Bur Oak,0,1990,0.308
140,5,Bur Oak,0,2010,5.2
140,5,Bur Oak,0,2006,3
140,5,Bur Oak,0,2002,2.45
140,5,Bur Oak,0,1999,1.75
140,5,Bur Oak,0,1997,1.19
140,5,Bur Oak,0,1995,0.672
140,5,Bur Oak,0,1993,0.38
140,5,Bur Oak,0,1992,0.337
140,5,Bur Oak,0,1991,0.225
140,5,Bur Oak,0,1990,0.145
141,5,Bur Oak,0,2010,3.7
141,5,Bur Oak,0,2006,3
141,5,Bur Oak,0,2002,2
141,5,Bur Oak,0,1999,1.32
141,5,Bur Oak,0,1997,0.85
141,5,Bur Oak,0,1995,0.45
141,5,Bur Oak,0,1992,0.24
141,5,Bur Oak,0,1991,0.217
141,5,Bur Oak,0,1990,0.194
142,5,Bur Oak,0,2010,7.7
142,5,Bur Oak,0,2006,5.2
142,5,Bur Oak,0,2002,3.8
142,5,Bur Oak,0,1999,2.48
142,5,Bur Oak,0,1997,1.913
142,5,Bur Oak,0,1995,1.61
142,5,Bur Oak,0,1993,0.433
142,5,Bur Oak,0,1992,0.413
142,5,Bur Oak,0,1991,0.405
142,5,Bur Oak,0,1990,0.386
143,5,Bur Oak,0,2010,3.9
143,5,Bur Oak,0,2006,2.7
143,5,Bur Oak,0,1999,1.03
143,5,Bur Oak,0,1997,0.88
143,5,Bur Oak,0,1995,0.5
143,5,Bur Oak,0,1993,0.174
143,5,Bur Oak,0,1992,0.15
143,5,Bur Oak,0,1991,0.104
143,5,Bur Oak,0,1990,0.063
144,5,Bur Oak,0,2010,6.8
144,5,Bur Oak,0,2006,4.8
144,5,Bur Oak,0,2002,4.05
144,5,Bur Oak,0,1999,3.22
144,5,Bur Oak,0,1997,2.6
144,5,Bur Oak,0,1995,1.32
144,5,Bur Oak,0,1993,0.423
144,5,Bur Oak,0,1992,0.4
144,5,Bur Oak,0,1991,0.342
144,5,Bur Oak,0,1990,0.281
145,5,Bur Oak,0,2010,7.6
145,5,Bur Oak,0,2006,6.6
145,5,Bur Oak,0,2002,4.95
145,5,Bur Oak,0,1999,4.2
145,5,Bur Oak,0,1997,2.88
145,5,Bur Oak,0,1995,1.605
145,5,Bur Oak,0,1993,0.533
145,5,Bur Oak,0,1992,0.377
145,5,Bur Oak,0,1991,0.37
145,5,Bur Oak,0,1990,0.311
146,5,Bur Oak,0,2010,5.1
146,5,Bur Oak,0,2006,4.2
146,5,Bur Oak,0,1999,2.5
146,5,Bur Oak,0,1995,1.197
146,5,Bur Oak,0,1993,0.559
146,5,Bur Oak,0,1992,0.442
146,5,Bur Oak,0,1991,0.33
146,5,Bur Oak,0,1990,0.286
147,5,Bur Oak,0,2010,4
147,5,Bur Oak,0,2006,3.5
147,5,Bur Oak,0,2002,2.8
147,5,Bur Oak,0,1999,1.94
147,5,Bur Oak,0,1997,1.32
147,5,Bur Oak,0,1995,0.926
147,5,Bur Oak,0,1993,0.33
147,5,Bur Oak,0,1992,0.277
147,5,Bur Oak,0,1991,0.27
147,5,Bur Oak,0,1990,0.252
148,5,Bur Oak,0,2010,5
148,5,Bur Oak,0,2006,3.8
148,5,Bur Oak,0,2002,2.85
148,5,Bur Oak,0,1999,1.64
148,5,Bur Oak,0,1997,1.07
148,5,Bur Oak,0,1995,0.62
148,5,Bur Oak,0,1993,0.324
148,5,Bur Oak,0,1992,0.24
148,5,Bur Oak,0,1991,0.213
148,5,Bur Oak,0,1990,0.17
149,5,Bur Oak,0,2010,6.4
149,5,Bur Oak,0,2006,5
149,5,Bur Oak,0,2002,3.8
149,5,Bur Oak,0,1999,2.38
149,5,Bur Oak,0,1997,2.01
149,5,Bur Oak,0,1995,0.911
149,5,Bur Oak,0,1993,0.456
149,5,Bur Oak,0,1992,0.345
149,5,Bur Oak,0,1991,0.236
149,5,Bur Oak,0,1990,0.208
150,5,Bur Oak,0,2010,7.9
150,5,Bur Oak,0,2006,6.4
150,5,Bur Oak,0,2002,5.1
150,5,Bur Oak,0,1999,3.05
150,5,Bur Oak,0,1997,2.56
150,5,Bur Oak,0,1995,1.397
150,5,Bur Oak,0,1993,0.507
150,5,Bur Oak,0,1992,0.32
150,5,Bur Oak,0,1991,0.284
150,5,Bur Oak,0,1990,0.275
151,5,Bur Oak,0,2010,7.7
151,5,Bur Oak,0,2006,5.6
151,5,Bur Oak,0,2002,4.35
151,5,Bur Oak,0,1999,2.9
151,5,Bur Oak,0,1997,2.4
151,5,Bur Oak,0,1995,1.397
151,5,Bur Oak,0,1993,0.654
151,5,Bur Oak,0,1992,0.335
151,5,Bur Oak,0,1991,0.328
151,5,Bur Oak,0,1990,0.289
152,5,Bur Oak,0,2010,2.7
152,5,Bur Oak,0,2006,2.4
152,5,Bur Oak,0,1999,1.3
152,5,Bur Oak,0,1997,1.17
152,5,Bur Oak,0,1995,0.876
152,5,Bur Oak,0,1993,0.405
152,5,Bur Oak,0,1992,0.305
152,5,Bur Oak,0,1991,0.236
152,5,Bur Oak,0,1990,0.228
153,5,Bur Oak,0,2010,7.1
153,5,Bur Oak,0,2006,5.7
153,5,Bur Oak,0,2002,4.8
153,5,Bur Oak,0,1999,3.34
153,5,Bur Oak,0,1997,2.82
153,5,Bur Oak,0,1995,1.385
153,5,Bur Oak,0,1993,0.7
153,5,Bur Oak,0,1992,0.432
153,5,Bur Oak,0,1991,0.367
153,5,Bur Oak,0,1990,0.17
154,5,Bur Oak,0,2010,4.9
154,5,Bur Oak,0,2006,4.1
154,5,Bur Oak,0,2002,3.2
154,5,Bur Oak,0,1999,2.1
154,5,Bur Oak,0,1997,1.2
154,5,Bur Oak,0,1995,1.2
154,5,Bur Oak,0,1993,0.65
154,5,Bur Oak,0,1992,0.415
154,5,Bur Oak,0,1991,0.28
154,5,Bur Oak,0,1990,0.254
155,5,Bur Oak,0,2010,3.4
155,5,Bur Oak,0,2006,2.6
155,5,Bur Oak,0,2002,2.15
155,5,Bur Oak,0,1999,1.36
155,5,Bur Oak,0,1997,0.96
155,5,Bur Oak,0,1995,0.572
155,5,Bur Oak,0,1993,0.265
155,5,Bur Oak,0,1991,0.23
155,5,Bur Oak,0,1990,0.201
156,5,Bur Oak,0,2010,4.9
156,5,Bur Oak,0,2006,3.7
156,5,Bur Oak,0,2002,2.85
156,5,Bur Oak,0,1999,1.46
156,5,Bur Oak,0,1997,0.9
156,5,Bur Oak,0,1995,0.565
156,5,Bur Oak,0,1993,0.285
156,5,Bur Oak,0,1992,0.28
156,5,Bur Oak,0,1991,0.252
156,5,Bur Oak,0,1990,0.236
157,5,Bur Oak,0,2010,6.8
157,5,Bur Oak,0,2006,3.2
157,5,Bur Oak,0,2002,2.85
157,5,Bur Oak,0,1999,1.39
157,5,Bur Oak,0,1997,0.89
157,5,Bur Oak,0,1995,0.481
157,5,Bur Oak,0,1993,0.301
157,5,Bur Oak,0,1992,0.28
157,5,Bur Oak,0,1991,0.22
157,5,Bur Oak,0,1990,0.192
158,5,Bur Oak,0,2010,4.3
158,5,Bur Oak,0,2006,3.6
158,5,Bur Oak,0,2002,3.15
158,5,Bur Oak,0,1999,1.87
158,5,Bur Oak,0,1997,1.01
158,5,Bur Oak,0,1995,0.504
158,5,Bur Oak,0,1993,0.332
158,5,Bur Oak,0,1992,0.24
158,5,Bur Oak,0,1991,0.176
158,5,Bur Oak,0,1990,0.11
159,5,Bur Oak,0,2010,6
159,5,Bur Oak,0,2006,4.9
159,5,Bur Oak,0,2002,3.5
159,5,Bur Oak,0,1999,2.49
159,5,Bur Oak,0,1997,1.99
159,5,Bur Oak,0,1993,0.711
159,5,Bur Oak,0,1992,0.523
159,5,Bur Oak,0,1991,0.478
159,5,Bur Oak,0,1990,0.37
160,5,Bur Oak,0,2006,4.5
160,5,Bur Oak,0,1999,1.8
160,5,Bur Oak,0,1995,0.892
160,5,Bur Oak,0,1993,0.46
160,5,Bur Oak,0,1992,0.356
160,5,Bur Oak,0,1991,0.262
160,5,Bur Oak,0,1990,0.24
161,5,Bur Oak,0,2010,5.6
161,5,Bur Oak,0,2006,4
161,5,Bur Oak,0,2002,2.85
161,5,Bur Oak,0,1999,1.67
161,5,Bur Oak,0,1997,1.13
161,5,Bur Oak,0,1995,0.775
161,5,Bur Oak,0,1993,0.551
161,5,Bur Oak,0,1992,0.402
161,5,Bur Oak,0,1991,0.375
161,5,Bur Oak,0,1990,0.288
162,5,Bur Oak,0,2010,6.4
162,5,Bur Oak,0,2006,5.3
162,5,Bur Oak,0,2002,3.4
162,5,Bur Oak,0,1999,2.5
162,5,Bur Oak,0,1997,2.12
162,5,Bur Oak,0,1995,1.115
162,5,Bur Oak,0,1993,0.495
162,5,Bur Oak,0,1992,0.336
162,5,Bur Oak,0,1991,0.317
162,5,Bur Oak,0,1990,0.295
163,5,Bur Oak,0,2010,6.8
163,5,Bur Oak,0,2006,4.9
163,5,Bur Oak,0,2002,4.2
163,5,Bur Oak,0,1995,0.912
163,5,Bur Oak,0,1993,0.482
163,5,Bur Oak,0,1992,0.378
163,5,Bur Oak,0,1991,0.378
163,5,Bur Oak,0,1990,0.235
165,5,Bur Oak,0,2010,4
165,5,Bur Oak,0,2006,3.4
165,5,Bur Oak,0,2002,2.25
165,5,Bur Oak,0,1999,1.3
165,5,Bur Oak,0,1997,1.1
165,5,Bur Oak,0,1995,0.805
165,5,Bur Oak,0,1993,0.535
165,5,Bur Oak,0,1992,0.423
165,5,Bur Oak,0,1991,0.395
165,5,Bur Oak,0,1990,0.36
169,5,Bur Oak,0,2010,4.9
169,5,Bur Oak,0,2006,3.1
169,5,Bur Oak,0,2002,2.75
169,5,Bur Oak,0,1999,1.57
169,5,Bur Oak,0,1997,1.08
169,5,Bur Oak,0,1995,0.71
169,5,Bur Oak,0,1993,0.512
169,5,Bur Oak,0,1992,0.282
169,5,Bur Oak,0,1991,0.24
169,5,Bur Oak,0,1990,0.193
170,5,Bur Oak,0,2010,4.8
170,5,Bur Oak,0,2006,3.6
170,5,Bur Oak,0,2002,2.58
170,5,Bur Oak,0,1999,1.7
170,5,Bur Oak,0,1997,1.32
170,5,Bur Oak,0,1995,0.863
170,5,Bur Oak,0,1993,0.472
170,5,Bur Oak,0,1991,0.315
170,5,Bur Oak,0,1990,0.23
171,5,Bur Oak,0,2010,2.7
171,5,Bur Oak,0,2006,2.4
171,5,Bur Oak,0,2002,1.44
171,5,Bur Oak,0,1995,0.474
171,5,Bur Oak,0,1993,0.465
171,5,Bur Oak,0,1991,0.245
171,5,Bur Oak,0,1990,0.194
172,5,Bur Oak,0,2010,5.3
172,5,Bur Oak,0,2006,3.9
172,5,Bur Oak,0,2002,3.1
172,5,Bur Oak,0,1999,1.74
172,5,Bur Oak,0,1997,0.97
172,5,Bur Oak,0,1995,0.935
172,5,Bur Oak,0,1993,0.529
172,5,Bur Oak,0,1992,0.405
172,5,Bur Oak,0,1991,0.397
172,5,Bur Oak,0,1990,0.355
173,5,Bur Oak,0,2010,5.9
173,5,Bur Oak,0,2006,4.4
173,5,Bur Oak,0,2002,3.85
173,5,Bur Oak,0,1999,1.95
173,5,Bur Oak,0,1997,1.56
173,5,Bur Oak,0,1995,0.853
173,5,Bur Oak,0,1993,0.512
173,5,Bur Oak,0,1992,0.29
173,5,Bur Oak,0,1991,0.282
173,5,Bur Oak,0,1990,0.147
174,5,Bur Oak,0,2010,6.5
174,5,Bur Oak,0,2006,4.5
174,5,Bur Oak,0,2002,3.85
174,5,Bur Oak,0,1999,2.06
174,5,Bur Oak,0,1997,1.85
174,5,Bur Oak,0,1995,1.268
174,5,Bur Oak,0,1993,0.43
174,5,Bur Oak,0,1992,0.407
174,5,Bur Oak,0,1991,0.228
174,5,Bur Oak,0,1990,0.145
175,5,Bur Oak,0,2010,6.2
175,5,Bur Oak,0,2006,4.8
175,5,Bur Oak,0,2002,3.85
175,5,Bur Oak,0,1999,2.59
175,5,Bur Oak,0,1997,2.1
175,5,Bur Oak,0,1995,1.02
175,5,Bur Oak,0,1993,0.6
175,5,Bur Oak,0,1992,0.38
175,5,Bur Oak,0,1991,0.349
175,5,Bur Oak,0,1990,0.27
220,9,Bur Oak,0,2010,5.4
220,9,Bur Oak,0,2006,3.1
220,9,Bur Oak,0,2002,2.25
